,Area Type,Area Name,Year,Month,Date,Industry Title,Industry Current Employment,Regional Labor Force,Regional Employment,Regional Unemployment,Regional Unemployment Rate
39487,State,California,2014,October,10/1/2014,Paper Manufacturing,21600,18797600,17496100,1301500,6.9
39488,State,California,2014,October,10/1/2014,Indian Tribes,58400,18797600,17496100,1301500,6.9
39489,State,California,2014,October,10/1/2014,               County Government,333300,18797600,17496100,1301500,6.9
39490,State,California,2014,October,10/1/2014,Local Government,1704400,18797600,17496100,1301500,6.9
39491,State,California,2014,October,10/1/2014,          Total State and Local Government,2208200,18797600,17496100,1301500,6.9
39492,State,California,2014,October,10/1/2014,          Federal Government excluding Department of Defense,184500,18797600,17496100,1301500,6.9
39493,State,California,2014,October,10/1/2014,            Pharmaceutical and Medicine Manufacturing,42300,18797600,17496100,1301500,6.9
39494,State,California,2014,October,10/1/2014,Chemical Manufacturing,74200,18797600,17496100,1301500,6.9
39495,State,California,2014,October,10/1/2014,               Special Districts plus Tribes,122700,18797600,17496100,1301500,6.9
39496,State,California,2014,October,10/1/2014,State Government,503800,18797600,17496100,1301500,6.9
39497,State,California,2014,October,10/1/2014,Federal Government,242600,18797600,17496100,1301500,6.9
39498,State,California,2014,October,10/1/2014,Logging,2400,18797600,17496100,1301500,6.9
39499,State,California,2014,October,10/1/2014,      Mining and Logging,30400,18797600,17496100,1301500,6.9
39500,State,California,2014,October,10/1/2014,"Mining, except Oil & Gas",5700,18797600,17496100,1301500,6.9
39501,State,California,2014,October,10/1/2014,Oil & Gas Extraction,6500,18797600,17496100,1301500,6.9
39502,State,California,2014,October,10/1/2014,Utility System Const.,42300,18797600,17496100,1301500,6.9
39503,State,California,2014,October,10/1/2014,          Other Heavy and Civil Engineering Construction,8100,18797600,17496100,1301500,6.9
39504,State,California,2014,October,10/1/2014,L& Subdivision,7700,18797600,17496100,1301500,6.9
39505,State,California,2014,October,10/1/2014,Construction of Buildings,159500,18797600,17496100,1301500,6.9
39506,State,California,2014,October,10/1/2014,"            Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",52800,18797600,17496100,1301500,6.9
39507,State,California,2014,October,10/1/2014,            Radio and Television Broadcasting Stations,14000,18797600,17496100,1301500,6.9
39508,State,California,2014,October,10/1/2014,Manufacturing,1295200,18797600,17496100,1301500,6.9
39509,State,California,2014,October,10/1/2014,Support Activities for Mining,15800,18797600,17496100,1301500,6.9
39510,State,California,2014,October,10/1/2014,"     Mining, Logging and Construction",728100,18797600,17496100,1301500,6.9
39511,State,California,2014,October,10/1/2014,            Furniture and Home Furnishings Retailers,54700,18797600,17496100,1301500,6.9
39512,State,California,2014,October,10/1/2014,"Management, Scientific and Technical Con",199000,18797600,17496100,1301500,6.9
39513,State,California,2014,October,10/1/2014,Fabricated Metal Product Mfg,131900,18797600,17496100,1301500,6.9
39514,State,California,2014,October,10/1/2014,Telecommunications,85100,18797600,17496100,1301500,6.9
39515,State,California,2014,October,10/1/2014,          Broadcasting and Content Providers,66800,18797600,17496100,1301500,6.9
39516,State,California,2014,October,10/1/2014,Total Private,13349200,18797600,17496100,1301500,6.9
39517,State,California,2014,October,10/1/2014,Machine Shops & Threaded Product Mfg.,44200,18797600,17496100,1301500,6.9
39518,State,California,2014,October,10/1/2014,          Computer Systems Design and Related Services,268300,18797600,17496100,1301500,6.9
39519,State,California,2014,October,10/1/2014,"          Architectural, Engineering, and Related Services",164700,18797600,17496100,1301500,6.9
39520,State,California,2014,October,10/1/2014,"Accounting, Tax Preparation and Bookkeep",121100,18797600,17496100,1301500,6.9
39521,State,California,2014,October,10/1/2014,"        Professional, Scientific, and Technical Services",1170700,18797600,17496100,1301500,6.9
39522,State,California,2014,October,10/1/2014,      Professional and Business Services,2478800,18797600,17496100,1301500,6.9
39523,State,California,2014,October,10/1/2014,          Real Estate and Rental and Leasing,268000,18797600,17496100,1301500,6.9
39524,State,California,2014,October,10/1/2014,"          Web Search Portals, Libraries, Archives, and Other ",44800,18797600,17496100,1301500,6.9
39525,State,California,2014,October,10/1/2014,"Data Processing, Hosting & Related Services",30800,18797600,17496100,1301500,6.9
39526,State,California,2014,October,10/1/2014,Building Finishing Contractors,113700,18797600,17496100,1301500,6.9
39527,State,California,2014,October,10/1/2014,"          Highway, Street, and Bridge Construction",23300,18797600,17496100,1301500,6.9
39528,State,California,2014,October,10/1/2014,Primary Metal Manufacturing,18700,18797600,17496100,1301500,6.9
39529,State,California,2014,October,10/1/2014,Other Wood Product Mfg.,16000,18797600,17496100,1301500,6.9
39530,State,California,2014,October,10/1/2014,Durable Goods,810300,18797600,17496100,1301500,6.9
39531,State,California,2014,October,10/1/2014,Metalworking Machinery Mfg.,12500,18797600,17496100,1301500,6.9
39532,State,California,2014,October,10/1/2014,Commercial and Service Industry Manufact,11800,18797600,17496100,1301500,6.9
39533,State,California,2014,October,10/1/2014,Industrial Machinery Manufacturing,15200,18797600,17496100,1301500,6.9
39534,State,California,2014,October,10/1/2014,Nonresidential Building Construction,63200,18797600,17496100,1301500,6.9
39535,State,California,2014,October,10/1/2014,Machinery Manufacturing,73600,18797600,17496100,1301500,6.9
39536,State,California,2014,October,10/1/2014,Architectural & Structural Metals Mfg.,30600,18797600,17496100,1301500,6.9
39537,State,California,2014,October,10/1/2014,Nonmetallic Mineral Product Mfg.,30700,18797600,17496100,1301500,6.9
39538,State,California,2014,October,10/1/2014,            Other Specialty Trade Contractors,60100,18797600,17496100,1301500,6.9
39539,State,California,2014,October,10/1/2014,Activities Related to Credit Intermediat,38900,18797600,17496100,1301500,6.9
39540,State,California,2014,October,10/1/2014,            Depository Credit Intermediation including Monetary Authorities - Central Bank,148500,18797600,17496100,1301500,6.9
39541,State,California,2014,October,10/1/2014,      Financial Activities,786000,18797600,17496100,1301500,6.9
39542,State,California,2014,October,10/1/2014,               Wired Telecommunications Carriers,56600,18797600,17496100,1301500,6.9
39543,State,California,2014,October,10/1/2014,Building Equipment Contractors,190000,18797600,17496100,1301500,6.9
39544,State,California,2014,October,10/1/2014,"            Foundation, Structure, and Building Exterior Contractors",92900,18797600,17496100,1301500,6.9
39545,State,California,2014,October,10/1/2014,Specialty Trade Contractors,456700,18797600,17496100,1301500,6.9
39546,State,California,2014,October,10/1/2014,Construction,697600,18797600,17496100,1301500,6.9
39547,State,California,2014,October,10/1/2014,          Heavy and Civil Engineering Construction,81400,18797600,17496100,1301500,6.9
39548,State,California,2014,October,10/1/2014,Residential Building Construction,96300,18797600,17496100,1301500,6.9
39549,State,California,2014,October,10/1/2014,          Insurance Carriers and Related Activities,188700,18797600,17496100,1301500,6.9
39550,State,California,2014,October,10/1/2014,          Financial Investments and Related Activities including Financial Vehicles,89000,18797600,17496100,1301500,6.9
39551,State,California,2014,October,10/1/2014,Securities & Commodity Contracts,34000,18797600,17496100,1301500,6.9
39552,State,California,2014,October,10/1/2014,Mining,28000,18797600,17496100,1301500,6.9
39553,State,California,2014,October,10/1/2014,Goods Producing,2023300,18797600,17496100,1301500,6.9
39554,State,California,2014,October,10/1/2014,Wood Product Manufacturing,22700,18797600,17496100,1301500,6.9
39555,State,California,2014,October,10/1/2014,Other Fabricated Metal Product Mfg.,17900,18797600,17496100,1301500,6.9
39556,State,California,2014,October,10/1/2014,ResidualOther General Purpose Machinery,16200,18797600,17496100,1301500,6.9
39557,State,California,2014,October,10/1/2014,General Freight Trucking,75500,18797600,17496100,1301500,6.9
39558,State,California,2014,October,10/1/2014,Natural Gas Distribution,33800,18797600,17496100,1301500,6.9
39559,State,California,2014,October,10/1/2014,Total Nonfarm,15800000,18797600,17496100,1301500,6.9
39560,State,California,2014,October,10/1/2014,            Other Miscellaneous Retailers,43000,18797600,17496100,1301500,6.9
39561,State,California,2014,October,10/1/2014,"            Office Supplies, Stationery, and Gift Retailers",37500,18797600,17496100,1301500,6.9
39562,State,California,2014,October,10/1/2014,"            Sporting Goods, Hobby, and Musical Instrument Retailers",62300,18797600,17496100,1301500,6.9
39563,State,California,2014,October,10/1/2014,"            Warehouse Clubs, Supercenters, and Other General Merchandise Retailers",169600,18797600,17496100,1301500,6.9
39564,State,California,2014,October,10/1/2014,"Electric Power Gen, Trans & Distribution",19400,18797600,17496100,1301500,6.9
39565,State,California,2014,October,10/1/2014,Utilities,58300,18797600,17496100,1301500,6.9
39566,State,California,2014,October,10/1/2014,"        Transportation, Warehousing, and Utilities",540800,18797600,17496100,1301500,6.9
39567,State,California,2014,October,10/1/2014,"          Sporting Goods, Hobby, Musical Instrument, Book, and Miscellaneous Retailers",175000,18797600,17496100,1301500,6.9
39568,State,California,2014,October,10/1/2014,"            Jewelry, Luggage, and Leather Goods Retailers",16100,18797600,17496100,1301500,6.9
39569,State,California,2014,October,10/1/2014,Total Farm,442900,18797600,17496100,1301500,6.9
39570,State,California,2014,October,10/1/2014,Social Assistance,671000,18797600,17496100,1301500,6.9
39571,State,California,2014,October,10/1/2014,"          Amusement, Gambling, and Recreation Industries",188000,18797600,17496100,1301500,6.9
39572,State,California,2014,October,10/1/2014,        Accommodation and Food Services,1499100,18797600,17496100,1301500,6.9
39573,State,California,2014,October,10/1/2014,Gambling Industries,14800,18797600,17496100,1301500,6.9
39574,State,California,2014,October,10/1/2014,Amusement Parks and Arcades,44600,18797600,17496100,1301500,6.9
39575,State,California,2014,October,10/1/2014,"Museums, Historical Sites, and Similar I",17500,18797600,17496100,1301500,6.9
39576,State,California,2014,October,10/1/2014,"Performing Arts, Spectator Sports",70000,18797600,17496100,1301500,6.9
39577,State,California,2014,October,10/1/2014,"         Arts, Entertainment, and Recreation",275500,18797600,17496100,1301500,6.9
39578,State,California,2014,October,10/1/2014,Vocational Rehabilitation Services,35200,18797600,17496100,1301500,6.9
39579,State,California,2014,October,10/1/2014,          Personal and Laundry Services,165300,18797600,17496100,1301500,6.9
39580,State,California,2014,October,10/1/2014,Personal & Household Goods Repair,8600,18797600,17496100,1301500,6.9
39581,State,California,2014,October,10/1/2014,Support Activities for Transportation,93700,18797600,17496100,1301500,6.9
39582,State,California,2014,October,10/1/2014,            Couriers and Messengers,69100,18797600,17496100,1301500,6.9
39583,State,California,2014,October,10/1/2014,Freight transp. Arrangement,27800,18797600,17496100,1301500,6.9
39584,State,California,2014,October,10/1/2014,Grantmaking & Giving Serv.,23200,18797600,17496100,1301500,6.9
39585,State,California,2014,October,10/1/2014,Other Personal Services,47800,18797600,17496100,1301500,6.9
39586,State,California,2014,October,10/1/2014,Auto Repair & Maintenance,111800,18797600,17496100,1301500,6.9
39587,State,California,2014,October,10/1/2014,          Transportation and Warehousing,482500,18797600,17496100,1301500,6.9
39588,State,California,2014,October,10/1/2014,            Clothing and Clothing Accessories Retailers,155700,18797600,17496100,1301500,6.9
39589,State,California,2014,October,10/1/2014,          Health and Personal Care Retailers,111900,18797600,17496100,1301500,6.9
39590,State,California,2014,October,10/1/2014,          Gasoline Stations and Fuel Dealers,58300,18797600,17496100,1301500,6.9
39591,State,California,2014,October,10/1/2014,Specialized Freight Trucking,41400,18797600,17496100,1301500,6.9
39592,State,California,2014,October,10/1/2014,Individual and Family Services,550400,18797600,17496100,1301500,6.9
39593,State,California,2014,October,10/1/2014,            Software Publishers,64000,18797600,17496100,1301500,6.9
39594,State,California,2014,October,10/1/2014,          Publishing Industries,100500,18797600,17496100,1301500,6.9
39595,State,California,2014,October,10/1/2014,Motion Picture & Video Production,116600,18797600,17496100,1301500,6.9
39596,State,California,2014,October,10/1/2014,Motion Picture and Sound Recording,148700,18797600,17496100,1301500,6.9
39597,State,California,2014,October,10/1/2014,            Warehousing and Storage,90500,18797600,17496100,1301500,6.9
39598,State,California,2014,October,10/1/2014,Motion Picture & Video Industries,144800,18797600,17496100,1301500,6.9
39599,State,California,2014,October,10/1/2014,"Community Food & Housing, & Emergency &",17900,18797600,17496100,1301500,6.9
39600,State,California,2014,October,10/1/2014,Other Services,539900,18797600,17496100,1301500,6.9
39601,State,California,2014,October,10/1/2014,Drinking Places (Alcoholic Beverages),29400,18797600,17496100,1301500,6.9
39602,State,California,2014,October,10/1/2014,Other Amusement and Recreation,128600,18797600,17496100,1301500,6.9
39603,State,California,2014,October,10/1/2014,      Leisure and Hospitality,1774600,18797600,17496100,1301500,6.9
39604,State,California,2014,October,10/1/2014,Spectator Sports,13900,18797600,17496100,1301500,6.9
39605,State,California,2014,October,10/1/2014,Total Wage and Salary,16242900,18797600,17496100,1301500,6.9
39606,State,California,2014,October,10/1/2014,            Department Stores,131100,18797600,17496100,1301500,6.9
39607,State,California,2014,October,10/1/2014,Special Food Services,64400,18797600,17496100,1301500,6.9
39608,State,California,2014,October,10/1/2014,Legal Services,133800,18797600,17496100,1301500,6.9
39609,State,California,2014,October,10/1/2014,Consumer Goods Rental,16700,18797600,17496100,1301500,6.9
39610,State,California,2014,October,10/1/2014,Activities Related to Real Estate,97000,18797600,17496100,1301500,6.9
39611,State,California,2014,October,10/1/2014,            Auto Equipment Rental and Leasing,21600,18797600,17496100,1301500,6.9
39612,State,California,2014,October,10/1/2014,          Transit and Ground Passenger Transportation,41400,18797600,17496100,1301500,6.9
39613,State,California,2014,October,10/1/2014,"          Clothing, Clothing Accessories, Shoe, and Jewelry Retailers",199000,18797600,17496100,1301500,6.9
39614,State,California,2014,October,10/1/2014,Air Transportation,45200,18797600,17496100,1301500,6.9
39615,State,California,2014,October,10/1/2014,            Book Retailers and News Dealers,10500,18797600,17496100,1301500,6.9
39616,State,California,2014,October,10/1/2014,            Offices of Real Estate Agents and Brokers,46200,18797600,17496100,1301500,6.9
39617,State,California,2014,October,10/1/2014,"            Agencies, Broker and Other Insurance Related Activities",104900,18797600,17496100,1301500,6.9
39618,State,California,2014,October,10/1/2014,Truck Transportation,116900,18797600,17496100,1301500,6.9
39619,State,California,2014,October,10/1/2014,Insurance Carriers,83800,18797600,17496100,1301500,6.9
39620,State,California,2014,October,10/1/2014,            Used Merchandise Retailers,19300,18797600,17496100,1301500,6.9
39621,State,California,2014,October,10/1/2014,      Information,476700,18797600,17496100,1301500,6.9
39622,State,California,2014,October,10/1/2014,Scheduled Air transp.,41600,18797600,17496100,1301500,6.9
39623,State,California,2014,October,10/1/2014,"Independent Artists, Writers, and Perfor",17100,18797600,17496100,1301500,6.9
39624,State,California,2014,October,10/1/2014,Performing Arts Companies,14400,18797600,17496100,1301500,6.9
39625,State,California,2014,October,10/1/2014,Child Day Care Services,67500,18797600,17496100,1301500,6.9
39626,State,California,2014,October,10/1/2014,Other Residential Care Facilities,14100,18797600,17496100,1301500,6.9
39627,State,California,2014,October,10/1/2014,Support Activities for Road transp.,14200,18797600,17496100,1301500,6.9
39628,State,California,2014,October,10/1/2014,"            Newspaper, Periodical, Book, and Directory Publishers",36500,18797600,17496100,1301500,6.9
39629,State,California,2014,October,10/1/2014,Support Activities for Water transp.,21900,18797600,17496100,1301500,6.9
39630,State,California,2014,October,10/1/2014,Comm Care Facilities for the Elderly,86000,18797600,17496100,1301500,6.9
39631,State,California,2014,October,10/1/2014,Other Financial Investment Activities,54900,18797600,17496100,1301500,6.9
39632,State,California,2014,October,10/1/2014,          Rental and Leasing Services,60500,18797600,17496100,1301500,6.9
39633,State,California,2014,October,10/1/2014,Specialized Design Services,22800,18797600,17496100,1301500,6.9
39634,State,California,2014,October,10/1/2014,Social Advocacy Organizations,23100,18797600,17496100,1301500,6.9
39635,State,California,2014,October,10/1/2014,Lessors of Real Estate,61700,18797600,17496100,1301500,6.9
39636,State,California,2014,October,10/1/2014,"          Religious, Grantmaking, Civic, Professional, and Similar Organizations",224700,18797600,17496100,1301500,6.9
39637,State,California,2014,October,10/1/2014,Full-Service Restaurants,609300,18797600,17496100,1301500,6.9
39638,State,California,2014,October,10/1/2014,Commercial & Industrial Machinery,18600,18797600,17496100,1301500,6.9
39639,State,California,2014,October,10/1/2014,Drycleaning & Laundry Serv.,34400,18797600,17496100,1301500,6.9
39640,State,California,2014,October,10/1/2014,Religious Organizations,95300,18797600,17496100,1301500,6.9
39641,State,California,2014,October,10/1/2014,Personal Care Serv.,72500,18797600,17496100,1301500,6.9
39642,State,California,2014,October,10/1/2014,          Repair and Maintenance,149900,18797600,17496100,1301500,6.9
39643,State,California,2014,October,10/1/2014,              Limited-Service Restaurants and Other Eating Places,581900,18797600,17496100,1301500,6.9
39644,State,California,2014,October,10/1/2014,          Food Services and Drinking Places,1285000,18797600,17496100,1301500,6.9
39645,State,California,2014,October,10/1/2014,Accommodation,214100,18797600,17496100,1301500,6.9
39646,State,California,2014,October,10/1/2014,            Furniture Retailers,20200,18797600,17496100,1301500,6.9
39647,State,California,2014,October,10/1/2014,Grocery Stores,312600,18797600,17496100,1301500,6.9
39648,State,California,2014,October,10/1/2014,Building Material and Supplies Dealers,107000,18797600,17496100,1301500,6.9
39649,State,California,2014,October,10/1/2014,Electrical and Electronic Goods Merchant,48600,18797600,17496100,1301500,6.9
39650,State,California,2014,October,10/1/2014,Lumber & Other Const. Mat Merch whole,19900,18797600,17496100,1301500,6.9
39651,State,California,2014,October,10/1/2014,Employment Services,472800,18797600,17496100,1301500,6.9
39652,State,California,2014,October,10/1/2014,Specialty Food Stores,29200,18797600,17496100,1301500,6.9
39653,State,California,2014,October,10/1/2014,          Administrative and Support Services,1023100,18797600,17496100,1301500,6.9
39654,State,California,2014,October,10/1/2014,        Management of Companies and Enterprises,237900,18797600,17496100,1301500,6.9
39655,State,California,2014,October,10/1/2014,          General Merchandise Retailers,300700,18797600,17496100,1301500,6.9
39656,State,California,2014,October,10/1/2014,            Home Furnishings Retailers,34500,18797600,17496100,1301500,6.9
39657,State,California,2014,October,10/1/2014,          Plastics and Rubber Products Manufacturing,44200,18797600,17496100,1301500,6.9
39658,State,California,2014,October,10/1/2014,Motor Vehicle and Motor Vehicle Parts Me,38600,18797600,17496100,1301500,6.9
39659,State,California,2014,October,10/1/2014,     Service-Providing,13776700,18797600,17496100,1301500,6.9
39660,State,California,2014,October,10/1/2014,Furniture & Home Furnish Merch whole,20200,18797600,17496100,1301500,6.9
39661,State,California,2014,October,10/1/2014,Paper & Paper Products Merchant whole,15500,18797600,17496100,1301500,6.9
39662,State,California,2014,October,10/1/2014,"Merchant Wholesalers, Durable Goods",350800,18797600,17496100,1301500,6.9
39663,State,California,2014,October,10/1/2014,"     Trade, Transportation, and Utilities",2851300,18797600,17496100,1301500,6.9
39664,State,California,2014,October,10/1/2014,"Soap, Cleaning Compound & Toiletry Mfg.",11500,18797600,17496100,1301500,6.9
39665,State,California,2014,October,10/1/2014,Business Support Services,59600,18797600,17496100,1301500,6.9
39666,State,California,2014,October,10/1/2014,Facilities Support Serv.,11500,18797600,17496100,1301500,6.9
39667,State,California,2014,October,10/1/2014,Office Administrative Services,73200,18797600,17496100,1301500,6.9
39668,State,California,2014,October,10/1/2014,        Administrative and Support and Waste Management and Remediation Services,1070200,18797600,17496100,1301500,6.9
39669,State,California,2014,October,10/1/2014,"          Furniture, Home Furnishings, Electronics, and Appliance Retailers",117700,18797600,17496100,1301500,6.9
39670,State,California,2014,October,10/1/2014,Other Motor Vehicle Dealers,11600,18797600,17496100,1301500,6.9
39671,State,California,2014,October,10/1/2014,Automobile Dealers,121400,18797600,17496100,1301500,6.9
39672,State,California,2014,October,10/1/2014,            Misc Nondurable Goods Merchant Wholesalers,49300,18797600,17496100,1301500,6.9
39673,State,California,2014,October,10/1/2014,Psychiatric & Substance Abuse Hosp,7000,18797600,17496100,1301500,6.9
39674,State,California,2014,October,10/1/2014,          Nursing and Residential Care Facilities,282000,18797600,17496100,1301500,6.9
39675,State,California,2014,October,10/1/2014,Offices of Physicians,223000,18797600,17496100,1301500,6.9
39676,State,California,2014,October,10/1/2014,Other Ambulatory Health Care Serv.,26400,18797600,17496100,1301500,6.9
39677,State,California,2014,October,10/1/2014,Hospitals,372000,18797600,17496100,1301500,6.9
39678,State,California,2014,October,10/1/2014,Private Service Providing,11325900,18797600,17496100,1301500,6.9
39679,State,California,2014,October,10/1/2014,          Building Material and Garden Equipment and Supplies Dealers,117700,18797600,17496100,1301500,6.9
39680,State,California,2014,October,10/1/2014,          Motor Vehicle and Parts Dealers,186400,18797600,17496100,1301500,6.9
39681,State,California,2014,October,10/1/2014,Retail Trade,1624300,18797600,17496100,1301500,6.9
39682,State,California,2014,October,10/1/2014,Chemical & Allied Products Merchant whol,13500,18797600,17496100,1301500,6.9
39683,State,California,2014,October,10/1/2014,Grocery & Related Products Merchant whol,104500,18797600,17496100,1301500,6.9
39684,State,California,2014,October,10/1/2014,"Merchant Wholesalers, Nondurable Goods",279700,18797600,17496100,1301500,6.9
39685,State,California,2014,October,10/1/2014,"Hdwr, Plumb & Heating Merchant whole",25100,18797600,17496100,1301500,6.9
39686,State,California,2014,October,10/1/2014,Professional and Commercial Equipment Me,86800,18797600,17496100,1301500,6.9
39687,State,California,2014,October,10/1/2014,"          Private Colleges, Universities, and Professional Schools",157200,18797600,17496100,1301500,6.9
39688,State,California,2014,October,10/1/2014,Junior Colleges,5100,18797600,17496100,1301500,6.9
39689,State,California,2014,October,10/1/2014,      Private Education and Health Services,2418600,18797600,17496100,1301500,6.9
39690,State,California,2014,October,10/1/2014,            Services to Buildings and Dwellings,215900,18797600,17496100,1301500,6.9
39691,State,California,2014,October,10/1/2014,"Specialty (not Psych, Sub Abuse) Hosp.",16000,18797600,17496100,1301500,6.9
39692,State,California,2014,October,10/1/2014,Nursing Care Facilities,133400,18797600,17496100,1301500,6.9
39693,State,California,2014,October,10/1/2014,General Medical & Surgical Hosp.s,349000,18797600,17496100,1301500,6.9
39694,State,California,2014,October,10/1/2014,Home Health Care Serv.,83500,18797600,17496100,1301500,6.9
39695,State,California,2014,October,10/1/2014,Outpatient Care Centers,177000,18797600,17496100,1301500,6.9
39696,State,California,2014,October,10/1/2014,Offices of Dentists,121300,18797600,17496100,1301500,6.9
39697,State,California,2014,October,10/1/2014,Residential Intellectual & Developmental Disability,48500,18797600,17496100,1301500,6.9
39698,State,California,2014,October,10/1/2014,Other Schools & Instruction,59200,18797600,17496100,1301500,6.9
39699,State,California,2014,October,10/1/2014,Elementary and Secondary Schools,89200,18797600,17496100,1301500,6.9
39700,State,California,2014,October,10/1/2014,          Waste Management and Remediation Services,47100,18797600,17496100,1301500,6.9
39701,State,California,2014,October,10/1/2014,Advertising and Related Services,65000,18797600,17496100,1301500,6.9
39702,State,California,2014,October,10/1/2014,            Electronics and Appliance Retailers,63000,18797600,17496100,1301500,6.9
39703,State,California,2014,October,10/1/2014,Medical & Diagnostic Laboratories,32800,18797600,17496100,1301500,6.9
39704,State,California,2014,October,10/1/2014,ResidualOther Support Services,30200,18797600,17496100,1301500,6.9
39705,State,California,2014,October,10/1/2014,Offices of Other Health Practitioners,75200,18797600,17496100,1301500,6.9
39706,State,California,2014,October,10/1/2014,          Ambulatory Health Care Services,739200,18797600,17496100,1301500,6.9
39707,State,California,2014,October,10/1/2014,        Health Care and Social Assistance,2064200,18797600,17496100,1301500,6.9
39708,State,California,2014,October,10/1/2014,        Private Educational Services,354400,18797600,17496100,1301500,6.9
39709,State,California,2014,October,10/1/2014,            Investigation and Security Services,136700,18797600,17496100,1301500,6.9
39710,State,California,2014,October,10/1/2014,Travel Arrangement and Reservation Servi,23200,18797600,17496100,1301500,6.9
39711,State,California,2014,October,10/1/2014,"Automotive Parts, Accessories and Tire S",53400,18797600,17496100,1301500,6.9
39712,State,California,2014,October,10/1/2014,Wholesale Electronic Markets and Agents,55700,18797600,17496100,1301500,6.9
39713,State,California,2014,October,10/1/2014,"Apparel, Piece Gds & Notions Merch whole",39000,18797600,17496100,1301500,6.9
39714,State,California,2014,October,10/1/2014,"Other Professional, Scientific and Techn",68900,18797600,17496100,1301500,6.9
39715,State,California,2014,October,10/1/2014,            Scientific Research and Development Services,127100,18797600,17496100,1301500,6.9
39716,State,California,2014,October,10/1/2014,"Beer, Wine, & Liquor Stores",15800,18797600,17496100,1301500,6.9
39717,State,California,2014,October,10/1/2014,          Food and Beverage Retailers,357600,18797600,17496100,1301500,6.9
39718,State,California,2014,October,10/1/2014,"Machinery, Equipment and Supplies Mercha",54600,18797600,17496100,1301500,6.9
39719,State,California,2014,October,10/1/2014,Wholesale Trade,686200,18797600,17496100,1301500,6.9
43410,State,California,2014,November,11/1/2014,          Credit Intermediation and Related Activities including Monetary Authorities - Central Bank,240600,18803900,17501800,1302100,6.9
43411,State,California,2014,November,11/1/2014,        Finance and Insurance,520000,18803900,17501800,1302100,6.9
43412,State,California,2014,November,11/1/2014,Nondepository Credit Intermediation,53400,18803900,17501800,1302100,6.9
43413,State,California,2014,November,11/1/2014,Real Estate,205300,18803900,17501800,1302100,6.9
43414,State,California,2014,November,11/1/2014,General Rental Centers,3600,18803900,17501800,1302100,6.9
43415,State,California,2014,November,11/1/2014,Comm & Industrial Mach Rental & Leasing,18600,18803900,17501800,1302100,6.9
43416,State,California,2014,November,11/1/2014,            City Government,255600,18803900,17501800,1302100,6.9
43417,State,California,2014,November,11/1/2014,          State Government Educational Services,250500,18803900,17501800,1302100,6.9
43418,State,California,2014,November,11/1/2014,          Local Government Educational Services,952500,18803900,17501800,1302100,6.9
43419,State,California,2014,November,11/1/2014,Civic & Social Organizations,40800,18803900,17501800,1302100,6.9
43420,State,California,2014,November,11/1/2014,"Bus,Labor, Political & Other like Org.",41900,18803900,17501800,1302100,6.9
43421,State,California,2014,November,11/1/2014,Electronic Instrument Manufacturing,78100,18803900,17501800,1302100,6.9
43422,State,California,2014,November,11/1/2014,            Aerospace Product and Parts Manufacturing,80100,18803900,17501800,1302100,6.9
43423,State,California,2014,November,11/1/2014,            Household and Institutional Furniture and Kitchen Cabinet Manufacturing,22000,18803900,17501800,1302100,6.9
43424,State,California,2014,November,11/1/2014,            Bakeries and Tortilla Manufacturing,41300,18803900,17501800,1302100,6.9
43425,State,California,2014,November,11/1/2014,Other Food Mfg.,31100,18803900,17501800,1302100,6.9
43426,State,California,2014,November,11/1/2014,          Beverage and Tobacco Product Manufacturing,51600,18803900,17501800,1302100,6.9
43427,State,California,2014,November,11/1/2014,Medical Equipment & Supplies Mfg.,54900,18803900,17501800,1302100,6.9
43428,State,California,2014,November,11/1/2014,Fruit & Vegetable Preserving & Specialty,25800,18803900,17501800,1302100,6.9
43429,State,California,2014,November,11/1/2014,Electronic Computer Manufacturing,52600,18803900,17501800,1302100,6.9
43430,State,California,2014,November,11/1/2014,Communications Equipment Manufacturing,20100,18803900,17501800,1302100,6.9
43431,State,California,2014,November,11/1/2014,Semiconductor and Electronic Component M,90800,18803900,17501800,1302100,6.9
43432,State,California,2014,November,11/1/2014,            Ship and Boat Building,8300,18803900,17501800,1302100,6.9
43433,State,California,2014,November,11/1/2014,Semiconductor and Related Devices Manufa,49300,18803900,17501800,1302100,6.9
43434,State,California,2014,November,11/1/2014,Electrical Equipment and Appliance Manuf,30100,18803900,17501800,1302100,6.9
43435,State,California,2014,November,11/1/2014,          Furniture and Related Product Manufacturing,34600,18803900,17501800,1302100,6.9
43436,State,California,2014,November,11/1/2014,Bare Printed Circuit Board Manufacturing,8500,18803900,17501800,1302100,6.9
43437,State,California,2014,November,11/1/2014,          Computer and Electronic Product Manufacturing,265400,18803900,17501800,1302100,6.9
43438,State,California,2014,November,11/1/2014,            Computer and Peripheral Equipment Manufacturing,65200,18803900,17501800,1302100,6.9
43439,State,California,2014,November,11/1/2014,Transportation Equipment Manufacturing,118000,18803900,17501800,1302100,6.9
43440,State,California,2014,November,11/1/2014,Motor Vehicle Mfg.,7400,18803900,17501800,1302100,6.9
43441,State,California,2014,November,11/1/2014,Miscellaneous Durable Goods Manufacturing,86200,18803900,17501800,1302100,6.9
43442,State,California,2014,November,11/1/2014,Other Miscellaneous Durable Goods Mfg.,31300,18803900,17501800,1302100,6.9
